,U1001,U1002,U1003,U1004,U1005,U1006,U1007,U1008,U1009,U1010,U1011,U1012,U1013,U1014,U1015,U1016,U1017,U1018,U1019,U1020,U1021,U1022,U1023,U1024,U1025,U1026,U1027,U1028,U1029,U1030,U1031,U1032,U1033,U1034,U1035,U1036,U1037,U1038,U1039,U1040,U1041,U1042,U1043,U1044,U1045,U1046,U1047,U1048,U1049,U1050,U1051,U1052,U1053,U1054,U1055,U1056,U1057,U1058,U1059,U1060,U1061,U1062,U1063,U1064,U1065,U1066,U1067,U1068,U1069,U1070,U1071,U1072,U1073,U1074,U1075,U1076,U1077,U1078,U1079,U1080,U1081,U1082,U1083,U1084,U1085,U1086,U1087,U1088,U1089,U1090,U1091,U1092,U1093,U1094,U1095,U1096,U1097,U1098,U1099,U1100,U1101,U1102,U1103,U1104,U1105,U1106,U1107,U1108,U1109,U1110,U1111,U1112,U1113,U1114,U1115,U1116,U1117,U1118,U1119,U1120,U1121,U1122,U1123,U1124,U1125,U1126,U1127,U1128,U1129,U1130,U1131,U1132,U1133,U1134,U1135,U1136,U1137,U1138
132560,0.16373956043174315,0.6042828229285306,0.4567694621296782,0.6816495861775276,0.3543795710174438,0.5825351743878915,0.042385926058311096,0.4094608546563824,0.7094522157537093,0.31629557395820784,0.2121212752166473,0.6118177074446047,0.3935075355289556,0.7826264693449723,-0.10711792872095754,0.9698496460405273,-0.025062661914594553,-0.021631567922226758,-0.7318393760825845,0.5048353703846222,1.333333156142785,0.509151789644837,-0.5400742457132901,0.17390840757832143,0.5438622482604987,0.5395231005686684,0.04518775056012153,0.428565043187511,-0.17601427240355477,-0.2864495582214312,-0.6666666739640863,0.27873415743388263,0.8489348801856234,-0.5627885103004489,0.25115227764967374,0.742803135398751,0.6369147889897806,-0.012580020208932952,0.2083333234022034,-0.1990049824312548,0.6518597485154183,0.30352053342756147,0.5672618172562194,0.3181977087252049,0.6400656565564862,0.42292544136692944,-0.49758456159615544,0.36847120770071456,-0.9478052957448921,-0.0,-0.14990896288694905,0.7027786648024555,0.673452145728846,1.0411741683468199,0.8467909383866095,0.8623543248997978,0.3736526831348197,0.8402434274615675,0.4054407362976127,1.0557821365143103,0.5510333427982557,-0.8697842395256503,0.6045010016079475,0.2163690790621215,0.48166019583853437,0.11732174605809989,0.0,-0.026561640212882376,-0.6060007371590788,0.5348837171106184,0.8788122790137254,0.33588434296505454,-0.6960895512883496,0.664160366464934,0.5202658655752301,0.7929709244104293,0.36282551060952273,0.8216965679074315,0.546567518602488,0.40994563379149973,-0.3655588882152095,-0.0,0.42518150136874694,0.7239726343274644,0.4257348286032396,0.5611107017447177,0.0,0.5684625980256691,-0.03445325635876362,0.6854799712423085,-0.02079666840111688,-0.40459264528046296,0.6053286836469025,-0.6375429056098998,0.411738166315402,0.5532271842432841,0.737226123509774,0.4287189758516627,0.14292851671277634,0.7629730749524877,0.4932830571363815,1.3967661812199694,0.3516068683988888,0.3914637628328529,-0.6203320846877562,0.5645645457320951,1.1246867280162538,0.3842049573038357,0.9476180200543947,0.5253563719443054,0.31909888579736395,-0.3663501499475031,0.18003458389714264,-0.5437147440144474,0.9674060168782723,0.3377812763046554,0.4791312373221748,-0.26690360629720916,0.6841662454849707,0.2603891825359871,0.12626264941986112,0.9929830600679277,0.5248285382223292,0.19694910566965126,0.10979987802868693,0.5361473550802471,1.0648898912451612,-0.691921966231505,0.24133657990065277,0.2759900538831024,0.49743194450471195,0.6523529452222079,0.37258234242492666,0.29697519911250103,-0.8806644201271407,0.5471548724794195,0.7872100872795611,0.8346253281801259
132561,0.5455105339722428,0.9888167389325466,0.8119362691102654,0.9873833274233457,0.6864748929904698,0.9286790349489902,0.4061474702239767,0.7540056387498874,1.0171951660276501,0.6698041317478377,0.5378788557094349,0.9188265017759527,0.8088921306917882,1.115959802658801,0.19201032733108792,1.334331689841317,0.34837094993439505,0.3223856320538233,-0.39467235637471687,0.8365352095074503,1.6666664899719654,0.8452203182854652,-0.1925788975121009,0.49649300463011053,0.7944487730710628,0.0,0.4173073543952861,0.761898381981737,0.13860157272457585,0.0896479295810364,-0.3333333436028766,0.6210297629250622,1.217819857904434,-0.2502715484626231,0.5426734028256264,1.090511568246134,1.0383346617197127,0.32075334563337143,0.5416666655557443,0.13034824577278215,0.9790054373028176,0.638444523942444,0.9005951622428732,0.635122870612024,0.9817056767356475,0.7738810838106656,-0.1545893991297349,0.7337733525257086,-0.6216991481889201,0.0020737278082677557,0.17148241511851697,1.0129910567249838,0.9454619498067377,1.3745075016463746,1.2046540571191122,1.2030303121559074,0.68972610609971,1.1954335414320951,0.7118401428973941,1.3804420237275434,0.8637795989091436,-0.528904209855169,0.9378342982171655,0.5497024124103995,0.0,0.48134033324082637,0.8958755454763255,0.3067716779778344,-0.24854386607273637,0.8682170582478244,1.2470459607479054,0.6692176762637129,-0.3673539768844435,1.0075187565335058,0.7991893662679233,1.1263042577944526,0.7328855314500544,1.1555432876744038,0.8772844795492546,0.7559497684363161,-0.011476217186621951,0.05964165592620707,0.7950678764988182,1.0451607120331332,0.7363485949077757,0.9053188982247541,1.1125789030608941,0.8694976222684363,0.3469374670165223,0.9976060906358162,0.3148170013676648,0.0013965042319811216,0.9408785143118696,-0.3124586830138417,0.729042808067925,0.8463002827726321,1.0357116877700863,0.6949667758584672,0.5206237286947044,1.0972362008309584,0.8433209109928371,1.7263681479557258,0.684940242827646,0.6903236381295554,-0.28699875135852293,0.7807494898197327,1.4567669357299922,0.7573378688327485,1.2712588314294935,0.8695025615011902,0.6905531122541777,0.018013328940709394,0.4644494559086312,-0.212156925519411,1.275242086247509,0.6711146096781396,0.7761215971112236,0.02674377042987519,1.0352285305283373,0.5937225159254251,0.5171717620589628,1.3248559844938048,0.8581618764957384,0.5302824390202501,0.44313321133143213,0.8585214170418987,1.3751765761750259,-0.3442903539027983,0.0,0.0,0.8378181439904046,1.0053819601466014,0.6448560609914877,0.5638355065571806,-0.535511349576992,0.9117455664125683,1.1713902955854572,1.1679586475925268
132564,1.1288438673055763,1.5721500722658799,1.3952696024435989,1.5707166607566792,1.2698082263238033,1.5120123682823237,0.98948080355731,1.3373389720832207,1.6005284993609834,1.253137465081171,0.0,1.502159835109286,1.3922254640251217,1.6992931359921342,0.7753436606644213,1.9176650231746502,0.9317042832677285,0.9057189653871567,0.1886609769586165,1.4198685428407836,2.249999823305299,1.4285536516187987,0.3907544358212325,1.0798263379634438,1.3777821064043962,1.489645601337446,1.0006406877286194,1.3452317153150704,0.7219349060579092,0.6729812629143698,0.24999998973045678,1.2043630962583955,1.8011531912377672,0.33306178487071025,1.1260067361589596,1.6738449015794674,1.6216679950530462,0.9040866789667048,0.0,0.7136815791061155,1.562338770636151,1.2217778572757774,1.4839284955762064,1.2184562039453573,1.5650390100689808,1.357214417143999,0.42874393420359846,1.3171066858590421,-0.038365814855586766,0.5854070611416011,0.7548157484518503,1.596324390058317,1.528795283140071,1.957840834979708,1.7879873904524457,1.7863636454892409,1.2730594394330434,1.7787668747654286,1.2951734762307274,0.0,1.447112932242477,0.05442912347816442,1.5211676315504987,1.133035745743733,1.398326880901305,1.0646736665741598,1.479208878809659,0.8901050113111677,0.334789467260597,1.4515503915811578,1.8303792940812387,1.2525510095970462,0.21597935644888988,1.5908520898668392,1.3825226996012565,1.709637591127786,1.3162188647833877,1.738876621007737,1.460617812882588,0.0,0.5718571161467114,0.6429749892595404,1.3784012098321514,1.6284940453664667,1.319681928241109,1.4886522315580875,1.6959122363942276,1.4528309556017698,0.9302708003498557,1.5809394239691497,0.8981503347009981,0.5847298375653145,1.5242118476452031,0.27087465031949165,1.3123761414012582,1.4296336161059655,1.6190450211034197,1.2783001091918007,1.103957062028038,1.6805695341642917,1.4266542443261705,2.309701481289059,1.2682735761609794,1.2736569714628887,0.29633458197481044,1.3640828231530662,2.0401002690633256,1.3406712021660818,1.8545921647628267,1.4528358948345237,1.2738864455875112,0.6013466622740428,1.0477827892419644,0.37117640781392236,1.8585754195808422,1.254447943011473,1.359454930444557,0.6100771037632086,1.6185618638616706,1.1770558492587586,1.1005050953922961,1.908189317827138,1.4414952098290716,1.1136157723535833,1.0264665446647656,1.4418547503752321,1.9585099095083591,0.2390429794305351,1.172854704957366,1.1481022505730623,1.421151477323738,1.5887152934799347,1.2281893943248212,1.147168839890514,0.04782198375634139,1.4950788997459017,1.7547236289187906,1.7512919809258602
132572,0.8019207903824993,1.245226995342803,1.068346525520522,1.243793583833602,0.9428851494007263,0.0,0.0,1.0104158951601439,1.2736054224379068,0.8858639393063473,0.7942891121196913,1.175236758186209,0.0,1.3723700590690573,0.4484205837413444,1.5907419462515735,0.6047812063446516,0.5787958884640798,-0.13826209996446037,1.092945465917707,1.9230767463821679,1.096160184072379,0.05974969776963601,0.752903261040367,1.0508590294813192,1.162722524414369,0.6737176108055426,1.0183086383919935,0.39501182913483235,0.3460581859912929,-0.07692308719262009,0.8774400193353187,0.0,0.006138707947633382,0.8131750572242588,1.3469218246563903,1.2947449181299693,0.5771636020436279,0.7980769219660008,0.38675850218303864,1.235415693713074,0.900610801513931,1.1570054186531298,0.9154436189018532,1.239140158399417,0.0,0.10182085728052159,0.9901836089359651,-0.36528889177866364,0.2463348379241881,0.42789267152877347,1.2694013131352402,1.2018722062169942,1.630917758056631,0.0,1.4594405685661638,0.9461363625099665,1.4518437978423517,0.9682503993076506,1.6368522801377998,0.0,-0.2806367119854287,1.1942445546274219,0.8061126688206561,1.071403803978228,0.7377505896510829,1.152285801886582,0.5631819343880908,0.007866390337520124,1.124627314658081,1.5124994926548947,0.9256279326739694,-0.0,1.2438788994107361,1.14785396258246,1.382714514204709,0.9892957878603108,1.4122958016898648,1.133694735959511,0.99752238303924,0.24493403922363455,0.31605191233646357,0.0,1.3015709684433898,0.985252044652472,1.1569070489828905,1.3689891594711507,1.125907878678693,0.6033477234267788,0.0,0.0,0.0,1.2114376285242732,-0.05604842660358522,0.9854530644781814,1.1027105391828886,1.2921219441803429,0.9513770322687237,0.777033985104961,1.3536464572412148,1.0582075985651354,1.9827784043659822,0.9413504992379025,0.9502650792903957,-0.03058849494826643,1.1053749969612596,1.7156834814751332,0.0,1.52766908783975,1.1282179271631354,0.9615737829669714,0.0,0.7208597123188877,0.04425333089084549,1.5316523426577655,0.9275248660883961,1.0325318535214802,0.2831540268401317,1.2916387869385937,0.8501327723356817,0.7735820184692193,1.5812662409040614,1.114572132905995,0.7866926954305066,0.6995434677416886,1.1149316734521553,1.6315868325852825,-0.08788009749254178,0.8459316280342893,0.8211791736499854,1.1344767807742002,1.2617922165568578,0.9432129977538581,0.0,-0.2791010931667355,1.1762396483504862,1.4278005519957138,1.4243689040027832
132583,1.1879583805353262,1.629883114263872,1.467686198953305,1.6678497901337699,1.3537605653372902,1.5887474959841854,1.0576000314744771,1.4150665800364681,1.696657024224013,1.3364707983992927,1.2083333987963745,1.598655437943612,1.4345331664437053,1.7826264693352198,0.8812115083975329,1.9854240012742554,0.9949874773432335,0.9817657478181544,0.2700774671046826,1.5040186232793695,2.3333331563907223,1.51188698495432,0.46802717700276775,1.1685340394375492,1.502488843999114,1.5562510176197237,1.0707261920340214,1.4285650459179573,0.8074319110850818,0.7349325190131358,0.333333324549852,1.2832152935128056,1.866710702378362,0.4268033039517972,0.0,1.7499906851557756,1.67095805868808,0.9874199960324153,1.2083333278123072,0.799004965004097,1.6487659262424512,1.3028768567280284,1.5672618230828796,0.0,1.643962943666022,1.4367082418168227,0.5072463529703881,1.3791274782170304,0.04858111136642718,0.6786619875810548,0.8441200594491173,1.6912181940999385,1.642790381101125,2.0411741683299307,1.84974357964809,1.866025651861186,1.3652061653913186,1.8511718177801646,1.3919737729308366,2.0514454134542603,1.5335974764617126,0.1360247982780527,1.6045009832458899,1.2163690790695938,1.4816602050365861,1.1326643729827963,1.575408607149974,0.9734383522158092,0.4060610317174257,1.5348837210125548,1.8940016343399653,1.335884342947717,0.30105602327655334,1.6741854231923812,1.4699973642788398,1.792970924435774,1.3811888543631219,1.8218676967325695,1.5452593324092045,1.4199904449101413,0.6448157806324176,0.7341954151214294,1.4434580222671158,1.7233327662625555,1.416251746755231,1.5677536597310993,1.7792456545418096,1.552313443480386,0.9954480218367617,1.669834668867183,0.9752534317203614,0.6317352628090923,1.5990116304202209,0.35833253902146245,1.4037238205249967,1.5330970668412913,1.7198022389732635,1.3951762091883984,1.1737087715326777,1.7634379712250563,1.5120162096074323,2.394900497921181,1.3516068889466006,1.3685468856227483,0.3796679153101936,1.4889365384264297,2.1234335928727353,1.4041047464016254,1.9427717590752773,1.530186522743159,1.3279192668458233,0.6803691022282069,1.15557535323622,0.455397498566404,1.952166930122007,1.3377812763247308,1.4609597505500325,0.0,0.0,1.2603891825640394,1.1550505390727452,1.9922528556141996,1.5248285406923672,1.196949105678284,1.1097998780133929,1.5306677193944063,2.053366567043427,0.31522717326618155,1.248762309095676,1.2537128188947488,1.4908962824879435,1.662200786017738,1.331565864953512,1.263738686168174,0.12524544848126684,1.5664824975473162,1.8126335247658425,1.8346253212196597
132584,1.0805800934348577,1.5084985728300297,1.3361846650458158,1.5276165449042414,1.2283440695776635,1.4461775659084157,0.9318737746519172,1.2948591043314628,1.5503615211652322,1.1539555154609626,1.0712121905779566,1.4587409848607873,1.3142615331401,1.6477558591616703,0.7290946553040666,1.861581574847291,0.881704279516017,0.8551616772773848,0.1305271933696004,1.3764545099678551,2.199999822892263,1.3732959529651119,0.33463195329779094,1.0321155286896115,1.3543861220962836,1.4354157872242908,0.936691509408959,1.2772626710148167,0.6724984500038057,0.6266230834061945,0.1999999893576696,1.1626521804894052,1.7359246394429497,0.2774433567783947,1.0946223314912673,1.624365417995138,1.5633094674142456,0.8874373980589467,1.074999994767033,0.6641791084576669,1.5199106014330175,1.1899928968114306,1.4339284571957658,1.1851616961708369,1.5035229480976018,1.2802479409192342,0.3739130053490223,1.2568964045944468,-0.0874410280855773,0.0,0.7011713444447502,1.5569440392141516,1.481793554607083,1.905857621224416,1.7911752087362949,1.71231874536955,1.21463981158721,1.7115108251023483,1.2140363085691426,1.9181121038163582,1.4587849968527116,-0.014711868461282362,0.0,1.1020592961081421,1.3383526218615631,1.0099652556172494,0.0,0.8504240870671785,0.2845606384596412,1.398449614830099,1.7870095842218225,1.1948979347874162,0.15960195933947308,1.5258144736837222,1.4565169831352813,1.6554174561788604,1.257037171077632,1.692114418445745,1.4074157007404362,1.2707360523155566,0.5315420112623398,0.5843651256972935,1.3164682453521894,1.5857636606201981,1.2666162740932505,1.4311606062626863,1.6413890302103789,1.4115219726864705,0.8556046275839553,1.5753363620780352,0.8581794593282024,0.5231330629737733,1.4906342325837847,0.21448964972835827,1.2683016465699524,1.393719481381109,1.5703410691054627,1.2426115732349987,1.0429257904375946,1.6294701426710398,1.3335899460049894,2.259701471859711,0.0,1.225866640372721,0.24724382108348175,1.3633719556028807,0.0,1.2938110343531746,1.803822561925843,1.4111237161265386,1.2461992698517903,0.4715820572576056,0.9968587454329083,0.32350282018676213,1.8166218792157511,1.2136103301724332,1.3094549257810078,0.5376231369574787,1.5586914863236236,1.0885507074667067,1.0621212548482617,1.8460029609715765,0.0,1.0419070629857066,0.9888403155841835,1.3945538839995324,1.9063663035345253,0.19120961186217977,1.1191418364870576,1.1092408565802807,1.4318338309481689,1.544785682563203,1.2146892181715248,1.1256520529539655,-0.010563484333406814,1.4428400964164707,1.6970798504682012,1.6987080051889192
132594,0.8788438673055762,1.3221500722658799,1.1452696024435989,1.3207166607566792,1.0198082263238033,1.2521019290048314,0.73948080355731,1.0873389720832207,1.3505284993609834,0.9829622406552976,0.8712121890427682,1.252159835109286,1.1422254640251217,1.4492931359921342,0.5253436606644213,1.6676650231746502,0.6817042832677285,0.6557189653871567,-0.0613390230413835,1.1698685428407836,1.9999998233052718,1.1758184563071272,0.13871360525697263,0.8298263379634438,1.1277821064043962,1.239645601337446,0.7506406877286195,1.0952317153150704,0.4719349060579092,0.42298126291436977,-1.026954321581286e-08,0.9543630962583955,1.5511531912377672,0.08306178487071025,0.8830524351531477,1.4238449015794674,1.3716679950530462,0.6540866789667048,0.8749999988890776,0.4636815791061155,1.312338770636151,0.9746558678563926,1.2339284955762064,0.9804114498851437,1.3155511226957373,1.0972711253546155,0.17874393420359846,1.0671066858590421,-0.28836581485558677,0.0,0.5048157484518503,1.346324390058317,1.278795283140071,1.707840834979708,1.5566118933286541,1.5363636454892409,1.0230594394330434,1.5287668747654286,1.0451734762307274,1.7137753570608767,1.2113975876931173,-0.19964225579209383,1.2711676315504987,0.883035745743733,1.148326880901305,0.8146736665741597,1.229208878809659,0.0,0.084789467260597,1.2015503915811578,1.5849009318296052,1.0025510095970462,-0.03290955161034348,1.330827033100326,1.1786498695533967,1.459637591127786,1.0662188647833877,1.4890477498103394,1.210617812882588,1.0818642808659833,0.3218571161467114,0.0,1.1284012098321514,1.3784940453664667,1.065928524908329,1.2362411787320275,0.0,1.2028309556017698,0.6802708003498557,1.3410228147795749,0.6583304708934901,0.3347298375653145,1.2812862765462765,0.02087465031949165,1.0623761414012582,1.1796336161059655,1.3690450211034197,1.0283001091918007,0.8539570620280379,1.4305695341642917,1.1558924599071914,2.059701481289059,1.0182735761609794,1.0254225638381806,0.04633458197481044,1.1481904485187013,1.7913534137307678,1.0906712021660818,1.6045921647628267,1.2039884494603679,1.0311916527387797,0.3130060774317903,0.7977827892419646,0.12117640781392236,1.6085754195808422,1.004447943011473,1.109454930444557,0.36007710376320856,1.3685618638616706,0.9270558492587586,0.8505050953922961,1.658189317827138,0.0,0.8636157723535834,0.7764665446647655,1.1918547503752321,1.7085099095083591,-0.010957020569464904,0.9228547049573662,0.8981022505730623,1.1912756675105074,1.3387152934799347,0.999162734500878,0.897168839890514,-0.2021780162436586,1.2491208125097324,1.5047236289187906,1.5012919809258602
132608,0.3788438673055762,0.8221500722658799,0.6452696024435988,0.820716660756679,0.5198082263238032,0.7623982523175012,0.23948080355731005,0.5873389720832207,0.8505284993609835,0.48296224065529764,0.37121218904276826,0.752159835109286,0.6422254640251217,0.9492931359921342,0.014479709146152209,1.1676650231746502,0.18170428326772842,0.15960820054911096,-0.5613390230413835,0.6698685428407837,1.4999998233052718,0.6758184563071272,-0.3612863947430274,0.3298263379634439,0.6277821064043961,0.7396456013374458,0.2383500752826509,0.5952317153150704,-0.013674949124566682,-0.07701873708563023,-0.5000000102695432,0.4543630962583956,1.0511531912377672,-0.41693821512928975,0.3855739685868884,0.9238449015794673,0.8716679950530462,0.1540866789929793,0.37499999888907765,-0.036318420893884484,0.8123387706361509,0.4746558678563926,0.0,0.4804114498994909,0.8155511226957374,0.5972711253546154,-0.32125606579640154,0.5777629563180713,-0.7883658148555868,-0.0,0.0048157484518503435,0.8463243900525459,0.7787952831400711,1.207840834979708,1.0566118933286541,1.0363636454892409,0.5226925645516023,1.0287668747654286,0.5451734762307274,1.2137753570608767,0.7113975876931173,-0.6996422557920938,0.7711676315504987,0.38303574574373295,0.648326880901305,0.31467366657415974,0.7292088788096589,0.14010501131116776,-0.415210532739403,0.0,1.0849009318296052,0.5025510095970462,-0.5329095516103435,0.8308270331471832,0.6786498695533967,0.9596375911277859,0.5662188647833877,0.9890477497911002,0.710617812882588,0.0,-0.17814288385328858,-0.0,0.6284012098321514,0.8676285258686199,0.5659285249083289,0.7362411787320274,0.9459122363942276,0.7028309556017698,0.16852563400075737,0.8410228147795749,0.15833047089349,-0.1652701624346855,0.7890624514302002,-0.47912534968050835,0.5623761414012582,0.6796336161059655,0.8690450211034197,0.5283001091918006,0.33675843103682973,0.9305695341642917,0.6558924599071914,1.559701481289059,0.5182735761609794,0.5350172678464672,-0.45366541802518956,0.6481904485187013,1.2913534137307678,0.5906712021660818,1.1045921647628267,0.7039884494603679,0.544366576614073,-0.19106169652249794,0.29778278924196455,-0.37882359218607764,1.1135563291292758,0.504447943011473,0.609454930444557,-0.14526917155778296,0.8685618638616706,0.42705584925875856,0.35050509539229613,1.158189317827138,0.0,0.36361577235358344,0.2764665446647655,0.6918547503752321,1.2085099095083591,-0.5109570205694649,0.4228547049573662,0.39810225057306226,0.6912756675096342,0.8387152934799347,0.49916273450087806,0.397168839890514,-0.7021780162436586,0.7376810102099239,1.0047236289187906,1.0012919809258602
132609,0.47884386730557615,0.92215007226588,0.7452696024435987,0.920716660756679,0.6198082263238032,0.8421914897273393,0.33948080355731003,0.6873389720832207,0.9505284993609835,0.5627870162294242,0.47121218904276824,0.8521598351092861,0.7422254640251216,1.049293135992134,0.12534366066442126,1.2676650231746502,0.2817042832677284,0.25571896538715666,-0.4613390230413835,0.7698685428407837,1.5999998233052448,0.7730832609954559,-0.26332722530728714,0.4298263379634439,0.7277821064043961,0.8396456013374458,0.35064068772861945,0.6952317153150703,0.0719349060579092,0.02298126291436975,-0.40000001026954324,0.5543630962583955,1.1511531912377673,-0.31693821512928977,0.4900981341473356,1.0238449015794673,0.9716679950530461,0.2540866789667048,0.4749999988890776,0.0636815791061155,0.912338770636151,0.5775338784370079,0.0,0.5923666958249301,0.916063235322494,0.6873278335652317,-0.22125606579640156,0.667106685859042,-0.6883658148555868,-0.0,0.10481574845185032,0.946324390058317,0.878795283140071,1.307840834979708,1.1752363962048626,1.1363636454892407,0.6230594394330433,1.1287668747654287,0.6451734762307274,1.3137753570608766,0.8256822431437576,-0.6037136350623519,0.0,0.4830357457437329,0.7483268809013048,0.4146736665741597,0.8292088788096589,0.24010501131116774,-0.315210532739403,0.0,1.1894225695779714,0.6025510095970462,-0.43179845966957686,0.9208019763338129,0.8247770395055367,1.059637591127786,0.6662188647833878,1.0892188786129418,0.8106178128825879,0.6744454599623169,-0.0781428838532886,-0.0,0.7284012098321515,0.9784940453664666,0.6621751215755488,0.8338301259059675,1.0459122363942277,0.8028309556017696,0.28027080034985563,0.9511062055900001,0.26851060708598185,-0.06527016243468553,0.88836070544735,-0.3791253496805084,0.6623761414012583,0.7796336161059655,0.9690450211034196,0.6283001091918006,0.4539570620280378,1.0305695341642918,0.7351306754882121,1.659701481289059,0.6182735761609793,0.6271881562134726,-0.3536654180251896,0.7822980738843364,1.3926065583982101,0.6906712021660818,1.2045921647628268,0.8051410040862123,0.6384968598900482,-0.12533450741046226,0.39778278924196453,-0.27882359218607766,1.2085754195808422,0.604447943011473,0.709454930444557,-0.03992289623679146,0.9685618638616705,0.5270558492587585,0.4505050953922961,1.2581893178271382,0.7914952098290717,0.4636157723535834,0.3764665446647655,0.791854750375232,1.3085099095083592,-0.4109570205694649,0.5228547049573662,0.49810225057306223,0.811399857697277,0.9387152934799348,0.620136074676935,0.49716883989051397,-0.6021780162436586,0.853162725273563,1.1047236289187907,1.1012919809258601
132613,0.8805800934348578,1.3084985728300298,1.1361846650458158,1.3276165449042414,1.0283440695776636,1.2564738892210854,0.7318737746519173,1.0948591043314628,1.3503615211652322,0.9539555154609627,0.8712121905779567,1.2587409848607876,1.1142615331401,1.4477558591616702,0.5182307037857976,1.661581574847291,0.6817042795160171,0.6590509124393391,-0.06947280663039956,1.1764545099678552,1.9999998228922626,1.173295952965112,0.13463195329779098,0.8321155286896116,1.1543861220962837,1.2354157872242908,0.7244008969629905,0.0,0.48688859482132985,0.4266230834061946,-1.0642330350307816e-08,0.9626521804894053,1.5359246394429498,0.07744335677839476,0.8971438649250082,1.424365417995138,1.3633094674142456,0.6874373980852213,0.874999994767033,0.46417910845766697,1.3199106014330175,0.9899928968114307,0.0,0.9851616961851842,1.3035229480976018,1.0802479409192343,0.17391300534902232,1.067552675053476,-0.28744102808557725,0.315207805858692,0.5011713444447502,1.3569440392083807,1.2817935546070833,1.705857621224416,1.591175208736295,1.5123187453695501,1.014272936705769,1.5115108251023481,1.0140363085691426,1.7181121038163583,1.2587849968527114,-0.21471186846128232,1.277297840917618,0.9020592961081422,1.1383526218615632,0.8099652556172494,1.221892781289486,0.6504240870671786,0.08456063845964124,0.0,1.5870095842218226,0.9948979347874163,-0.04039804066052688,1.3258144737305795,1.2565169831352816,1.4554174561788606,1.0570371710776323,1.4921144184265058,1.2074157007404362,1.070736052293423,0.33154201126233984,0.0,1.1164682453521895,1.3748981411223513,1.0666162740932505,1.2311606062626863,1.4413890302103791,1.2115219726864708,0.6438594612348569,1.3753363620780354,0.6581794593282024,0.3231330629737733,1.2984104074677085,0.014489649728358311,1.0683016465699524,1.193719481381109,1.370341069105463,1.0426115732349988,0.8257271594463866,1.42947014267104,1.1335899460049894,2.0597014718597113,0.0,1.0354613443810075,0.047243821083481796,1.1633719556028808,1.7932331246679856,1.0938110343531746,1.603822561925843,1.2111237161265387,1.0593741937270837,0.2675142833033174,0.7968587454329084,0.12350282018676217,1.6216027887641848,1.0136103301724333,1.1094549257810078,0.3322768616364872,1.3586914863236237,0.8885507074667067,0.8621212548482617,1.6460029609715763,0.0,0.8419070629857067,0.7888403155841835,1.1945538839995324,1.7063663035345256,-0.008790388137820182,0.9191418364870576,0.9092408565802808,1.2318338309472956,1.3447856825632027,1.0146892181715248,0.9256520529539656,-0.21056348433340677,1.2314002941166622,1.4970798504682015,1.4987080051889192
